bar_id,drinker_id,start_date,mon_early_avg_sales,mon_late_avg_sales,tues_early_avg_sales,tues_late_avg_sales,wed_early_avg_sales,wed_late_avg_sales,thurs_early_avg_sales,thurs_late_avg_sales,fri_early_avg_sales,fri_late_avg_sales,sat_early_avg_sales,sat_late_avg_sales,sun_early_avg_sales,sun_late_avg_sales
83,1182,2014-10-10,\N,\N,329,\N,\N,\N,\N,\N,\N,205,\N,\N,\N,274,
83,5560,2016-6-26,\N,\N,436,\N,\N,\N,\N,197,\N,\N,\N,258,\N,260,
83,3367,2015-10-30,\N,\N,\N,\N,\N,\N,376,189,252,195,\N,\N,\N,312,
83,7996,2016-2-23,\N,\N,332,\N,\N,\N,198,\N,209,\N,\N,\N,\N,\N,
83,9884,2014-11-1,\N,\N,\N,\N,372,\N,\N,\N,291,\N,\N,\N,\N,\N,
83,5395,2013-8-10,\N,\N,202,\N,\N,205,\N,\N,\N,\N,\N,209,\N,\N,
83,3071,2016-10-11,\N,\N,210,\N,\N,\N,\N,\N,\N,\N,\N,\N,418,\N,
83,2658,2014-5-18,\N,\N,368,\N,\N,\N,\N,\N,\N,\N,\N,307,402,277,
83,260,2013-7-19,\N,172,283,\N,351,\N,\N,285,\N,\N,250,\N,\N,314,
83,5483,2013-7-19,\N,307,\N,\N,\N,\N,\N,\N,\N,\N,313,277,\N,307,
84,8004,2013-9-16,\N,\N,\N,\N,\N,\N,351,201,260,\N,\N,\N,\N,291,
84,1869,2014-5-16,\N,\N,364,\N,\N,153,\N,\N,\N,\N,269,\N,\N,324,
84,6358,2014-2-5,\N,\N,405,344,216,\N,\N,\N,\N,\N,\N,\N,362,\N,
84,3253,2013-12-16,\N,184,\N,\N,177,\N,\N,\N,\N,\N,253,\N,\N,222,
84,1256,2017-10-11,\N,163,322,\N,\N,\N,\N,225,\N,\N,266,\N,\N,238,
84,2176,2015-1-22,\N,\N,\N,314,\N,237,\N,\N,\N,\N,\N,311,\N,\N,
84,9500,2017-7-10,\N,\N,\N,316,\N,200,\N,206,\N,177,\N,\N,\N,286,
84,7076,2015-10-29,\N,\N,\N,261,\N,177,\N,188,280,\N,\N,\N,\N,274,
84,7157,2014-6-23,\N,\N,\N,\N,\N,\N,\N,\N,\N,242,213,\N,432,\N,
84,6226,2014-10-10,\N,\N,380,\N,201,396,\N,\N,\N,177,\N,\N,460,289,
84,7381,2017-4-30,\N,\N,202,\N,333,\N,\N,\N,\N,194,\N,\N,\N,299,
84,9743,2013-8-26,\N,\N,379,280,\N,226,\N,\N,\N,\N,\N,\N,485,264,
84,2079,2012-11-16,\N,\N,\N,\N,\N,171,\N,\N,262,\N,\N,254,396,\N,
84,2427,2014-10-15,\N,\N,201,302,\N,187,\N,\N,\N,\N,\N,242,\N,269,
85,7234,2013-4-7,\N,\N,\N,\N,\N,\N,\N,276,\N,\N,256,\N,396,\N,
85,1347,2012-12-9,\N,\N,277,\N,219,\N,\N,318,191,\N,230,\N,\N,236,
85,7052,2013-3-1,\N,\N,235,\N,\N,\N,\N,\N,\N,\N,\N,208,\N,\N,
85,1799,2014-10-12,\N,\N,412,325,\N,445,\N,223,\N,\N,\N,\N,347,265,
85,5651,2016-2-3,\N,\N,\N,\N,\N,\N,\N,\N,297,\N,\N,\N,384,274,
85,3007,2014-1-14,277,\N,\N,\N,\N,\N,\N,205,\N,325,310,\N,393,261,
85,7866,2016-11-20,\N,\N,422,\N,225,213,\N,\N,\N,246,\N,\N,408,264,
85,197,2016-12-30,\N,\N,404,299,\N,\N,\N,\N,\N,\N,\N,\N,\N,274,
85,4854,2014-7-18,\N,\N,\N,\N,\N,\N,\N,\N,234,302,183,\N,\N,\N,
85,6532,2016-6-14,\N,\N,\N,\N,216,\N,184,\N,\N,\N,\N,\N,\N,\N,
85,6818,2015-1-11,\N,\N,\N,\N,\N,\N,\N,\N,231,\N,253,\N,\N,\N,
85,2523,2013-9-14,\N,\N,\N,\N,215,\N,\N,\N,\N,\N,269,\N,401,\N,
85,6993,2016-7-18,\N,\N,\N,\N,\N,363,184,195,259,\N,\N,\N,\N,267,
86,9812,2015-6-3,\N,\N,384,\N,217,191,\N,196,\N,305,\N,\N,\N,267,
86,2036,2014-9-22,\N,\N,\N,282,\N,\N,\N,190,203,201,245,\N,\N,255,
86,4564,2017-8-3,\N,\N,\N,\N,\N,175,\N,\N,\N,\N,339,\N,\N,\N,
86,4201,2016-12-14,\N,209,219,\N,196,\N,201,\N,178,\N,\N,\N,448,\N,
86,7194,2015-7-17,\N,\N,\N,283,\N,\N,\N,\N,268,\N,\N,\N,\N,\N,
86,1624,2016-1-10,\N,407,\N,\N,\N,\N,171,276,\N,\N,254,\N,\N,253,
86,5844,2012-12-15,\N,\N,374,\N,\N,\N,\N,\N,\N,\N,356,\N,\N,\N,
86,7995,2013-8-1,256,\N,284,\N,\N,\N,\N,\N,243,\N,177,\N,416,373,
86,3001,2016-7-24,\N,407,296,220,216,\N,\N,\N,\N,\N,\N,\N,\N,265,
87,6674,2013-3-5,\N,\N,\N,\N,178,403,192,\N,171,\N,\N,\N,388,223,
87,1955,2015-4-8,\N,\N,\N,\N,\N,242,\N,\N,\N,\N,\N,277,\N,\N,
87,3024,2017-1-14,\N,\N,399,\N,182,206,\N,\N,\N,216,234,\N,\N,304,
87,3534,2015-4-15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,447,228,
87,5230,2017-10-10,\N,\N,\N,\N,\N,187,\N,\N,254,199,\N,259,\N,328,
87,5566,2014-1-18,\N,\N,201,\N,\N,218,\N,\N,\N,\N,\N,\N,\N,\N,
87,2928,2013-10-18,\N,\N,407,\N,\N,\N,\N,227,261,198,\N,246,\N,205,
88,342,2015-9-18,\N,\N,336,\N,\N,186,\N,\N,255,\N,331,\N,\N,312,
88,88,2016-6-30,\N,369,\N,\N,\N,\N,196,\N,\N,288,291,\N,\N,258,
88,6086,2014-2-27,\N,\N,\N,\N,\N,224,\N,231,\N,205,\N,259,\N,\N,
88,2966,2013-11-5,\N,\N,369,322,\N,367,\N,190,\N,\N,\N,\N,\N,258,
88,2392,2015-4-24,\N,\N,\N,\N,\N,\N,\N,182,\N,260,\N,\N,417,\N,
88,1281,2014-1-13,\N,\N,215,301,\N,\N,\N,218,\N,\N,\N,256,\N,242,
88,391,2013-12-22,\N,\N,\N,\N,\N,\N,436,\N,\N,\N,\N,\N,\N,298,
88,7232,2014-8-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,294,\N,\N,349,\N,
88,7267,2016-11-2,231,\N,197,\N,\N,205,\N,\N,\N,317,\N,\N,\N,246,
88,1122,2014-4-11,\N,\N,202,\N,348,180,\N,\N,\N,203,\N,348,\N,280,
89,866,2013-1-8,\N,\N,\N,\N,\N,\N,\N,\N,221,\N,221,\N,368,\N,
89,5090,2017-7-24,\N,\N,211,\N,\N,452,\N,244,\N,\N,\N,\N,418,350,
89,1793,2015-10-5,\N,385,\N,\N,\N,\N,\N,235,\N,\N,\N,\N,\N,223,
89,3952,2015-11-26,\N,\N,347,\N,\N,\N,308,\N,\N,\N,314,\N,393,309,
89,1406,2015-3-15,\N,176,\N,\N,475,\N,\N,\N,199,\N,289,\N,399,284,
89,7146,2016-9-3,\N,\N,\N,\N,\N,\N,\N,316,184,\N,268,\N,382,231,
89,1877,2017-10-26,\N,\N,\N,\N,195,\N,\N,\N,\N,\N,317,\N,368,258,
89,2511,2013-9-19,\N,\N,\N,\N,\N,202,\N,270,\N,\N,\N,\N,346,\N,
89,3230,2016-8-19,\N,209,\N,\N,\N,\N,\N,\N,257,330,250,\N,382,264,
89,6679,2015-11-1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,249,\N,\N,328,
89,3083,2015-8-13,\N,\N,\N,326,\N,189,\N,269,\N,\N,\N,\N,\N,\N,
89,1679,2015-6-27,\N,\N,\N,\N,\N,312,226,\N,\N,\N,\N,\N,\N,\N,
90,3053,2017-3-3,\N,220,\N,349,\N,\N,220,\N,193,\N,\N,\N,\N,216,
90,8998,2017-11-7,\N,\N,389,\N,\N,\N,458,\N,\N,\N,\N,\N,\N,259,
90,7919,2015-5-6,\N,420,\N,207,386,\N,\N,264,216,\N,\N,\N,\N,300,
90,7465,2017-5-21,\N,\N,426,\N,\N,156,\N,\N,\N,251,\N,\N,\N,\N,
90,6922,2015-7-27,\N,\N,\N,\N,\N,375,\N,305,\N,191,\N,313,452,249,
90,8574,2016-8-25,\N,\N,185,\N,\N,\N,\N,\N,286,202,\N,\N,\N,291,
90,7913,2013-1-9,\N,253,186,\N,\N,\N,\N,183,237,\N,\N,280,\N,320,
90,3993,2017-2-23,\N,\N,423,293,\N,191,\N,\N,\N,312,259,\N,\N,\N,
90,1819,2017-1-30,\N,\N,\N,293,\N,161,\N,\N,231,315,239,\N,\N,\N,
90,3307,2013-5-23,280,223,\N,\N,\N,\N,\N,\N,258,248,247,\N,\N,244,
90,8616,2016-2-18,\N,\N,\N,343,\N,195,\N,\N,192,\N,\N,\N,\N,208,
91,5966,2012-12-26,\N,\N,418,\N,\N,192,\N,\N,\N,275,\N,270,\N,298,
91,4112,2017-10-5,278,\N,\N,\N,\N,213,\N,177,\N,329,261,\N,\N,200,
91,6494,2016-10-18,\N,\N,\N,\N,378,\N,\N,\N,\N,\N,\N,\N,\N,261,
91,6011,2016-9-22,\N,\N,204,237,\N,\N,\N,\N,184,\N,\N,\N,\N,\N,
91,9966,2013-1-10,\N,344,\N,\N,\N,\N,204,278,\N,\N,\N,\N,368,329,
91,6519,2013-7-7,\N,\N,\N,299,\N,\N,\N,\N,\N,327,\N,\N,\N,\N,
91,2917,2013-1-14,309,\N,\N,\N,\N,\N,\N,214,229,\N,\N,\N,\N,275,
91,2712,2015-5-14,\N,144,\N,\N,\N,\N,\N,\N,\N,\N,237,\N,\N,226,
91,2132,2013-10-7,\N,\N,\N,\N,\N,\N,187,265,178,\N,\N,\N,425,\N,
91,3590,2017-8-7,\N,\N,351,\N,\N,196,\N,253,\N,\N,\N,\N,\N,\N,
91,6525,2016-7-17,\N,\N,\N,\N,\N,\N,316,\N,\N,215,\N,\N,\N,\N,
92,4098,2013-10-13,\N,\N,\N,\N,\N,\N,\N,207,\N,278,\N,\N,\N,\N,
92,4561,2015-10-10,\N,\N,\N,256,\N,342,\N,207,\N,\N,\N,\N,\N,290,
92,4082,2013-9-18,\N,\N,174,\N,\N,\N,\N,\N,\N,\N,343,\N,\N,\N,
92,7476,2016-12-29,\N,\N,197,268,\N,208,437,\N,\N,263,\N,\N,\N,285,
92,2066,2017-8-25,\N,\N,\N,\N,218,\N,\N,\N,\N,\N,289,245,347,240,
92,1791,2013-11-5,\N,\N,187,284,\N,199,\N,200,285,\N,\N,\N,\N,230,
92,8395,2015-10-23,\N,\N,176,\N,\N,215,\N,239,\N,280,306,\N,\N,293,
92,2566,2015-12-3,\N,\N,\N,\N,\N,\N,\N,\N,\N,176,\N,\N,378,\N,
92,1905,2015-10-6,\N,\N,\N,\N,\N,\N,\N,\N,\N,279,\N,\N,376,\N,
92,9416,2016-1-3,\N,358,\N,\N,\N,\N,\N,\N,228,\N,226,\N,422,262,
93,6217,2012-11-30,289,\N,\N,\N,\N,442,\N,\N,222,198,\N,283,\N,239,
93,5268,2015-3-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,266,\N,\N,270,
93,5351,2013-3-19,\N,\N,215,\N,\N,\N,\N,\N,\N,\N,\N,\N,350,260,
93,2728,2013-9-8,262,\N,\N,\N,393,210,199,\N,\N,\N,\N,\N,\N,235,
93,9027,2015-8-31,\N,\N,184,301,\N,\N,\N,\N,257,\N,\N,\N,\N,302,
93,9963,2016-12-20,\N,\N,182,315,\N,227,\N,175,\N,251,\N,\N,\N,297,
93,5947,2016-10-6,\N,\N,176,\N,\N,\N,\N,\N,274,\N,312,\N,\N,253,
93,7694,2016-9-6,\N,\N,430,263,\N,\N,\N,261,\N,210,\N,\N,\N,271,
93,649,2014-1-30,\N,\N,\N,350,\N,\N,\N,\N,\N,\N,\N,\N,\N,265,
93,6893,2014-8-31,\N,\N,\N,\N,\N,356,220,\N,\N,247,\N,\N,\N,\N,
93,3020,2016-6-18,\N,\N,\N,\N,\N,197,\N,\N,230,\N,\N,\N,\N,\N,
93,5533,2014-5-12,\N,\N,\N,\N,\N,177,\N,280,\N,311,\N,\N,\N,\N,
93,631,2016-6-15,\N,\N,165,\N,374,434,\N,\N,\N,\N,\N,\N,336,275,
94,6653,2014-5-7,\N,\N,213,296,434,\N,\N,\N,\N,207,\N,\N,\N,\N,
94,5172,2013-6-6,\N,\N,\N,\N,\N,\N,311,\N,\N,\N,\N,288,\N,263,
94,6126,2014-9-30,\N,\N,189,\N,\N,\N,\N,\N,\N,312,199,\N,\N,\N,
94,5476,2014-9-24,\N,\N,\N,304,\N,\N,\N,\N,\N,289,\N,\N,\N,\N,
94,8135,2013-1-14,\N,\N,426,\N,\N,\N,\N,222,\N,\N,\N,\N,\N,281,
94,1461,2017-11-6,\N,\N,210,294,\N,179,\N,\N,311,205,\N,\N,\N,240,
95,843,2016-5-15,\N,\N,201,\N,\N,386,\N,143,\N,\N,\N,250,\N,227,
95,5886,2013-7-14,\N,384,\N,\N,\N,\N,\N,\N,\N,\N,267,\N,327,291,
95,4003,2013-6-28,\N,\N,\N,287,\N,\N,\N,208,\N,\N,318,\N,\N,327,
95,6347,2017-5-12,\N,\N,378,\N,207,211,\N,179,\N,\N,\N,\N,452,242,
95,417,2015-11-16,\N,363,\N,\N,\N,\N,\N,275,\N,\N,264,\N,\N,\N,
95,3135,2016-11-6,\N,\N,217,\N,\N,\N,\N,\N,248,\N,\N,\N,\N,\N,
95,1847,2015-9-25,\N,\N,\N,\N,378,213,\N,\N,281,196,\N,\N,\N,\N,
95,3266,2015-5-23,\N,\N,\N,\N,\N,\N,\N,204,\N,\N,\N,274,387,249,
95,3375,2013-10-28,\N,\N,150,319,\N,208,\N,224,\N,254,\N,\N,\N,259,
96,5635,2015-5-18,\N,\N,382,\N,\N,\N,427,\N,\N,240,\N,\N,\N,\N,
96,6560,2014-12-23,\N,\N,\N,\N,\N,365,\N,\N,\N,209,\N,\N,392,278,
96,5487,2016-11-2,\N,\N,\N,\N,\N,\N,\N,248,\N,\N,270,\N,\N,\N,
96,9336,2017-7-25,\N,\N,\N,\N,\N,\N,\N,\N,\N,186,\N,251,\N,322,
96,3330,2017-1-29,\N,\N,\N,\N,\N,\N,\N,\N,\N,224,\N,279,\N,199,
96,4819,2015-5-7,\N,\N,383,\N,\N,360,230,197,\N,343,\N,\N,\N,293,
96,1945,2013-11-7,\N,406,324,\N,166,\N,\N,\N,292,\N,\N,\N,399,281,
96,4120,2015-4-7,\N,\N,452,\N,\N,214,\N,\N,\N,170,\N,\N,392,290,
96,2621,2016-12-1,\N,186,\N,\N,413,221,220,\N,\N,\N,\N,\N,\N,287,
96,1940,2013-12-11,\N,401,\N,\N,\N,\N,\N,261,\N,\N,263,\N,\N,338,
96,9446,2015-7-7,\N,\N,\N,\N,\N,\N,\N,\N,\N,264,\N,\N,356,\N,
96,8794,2014-8-15,\N,\N,\N,\N,\N,\N,\N,282,\N,\N,275,\N,434,245,
96,5376,2016-5-3,\N,448,299,\N,\N,\N,243,267,\N,\N,\N,\N,388,\N,
96,2092,2013-1-25,\N,\N,\N,\N,\N,333,\N,235,\N,\N,237,\N,\N,\N,
97,6129,2016-8-16,\N,\N,\N,\N,201,\N,\N,\N,212,\N,257,\N,465,\N,
97,5157,2015-4-7,\N,\N,\N,\N,\N,359,194,\N,237,194,\N,230,\N,198,
97,2069,2012-12-29,\N,\N,395,\N,\N,\N,364,\N,\N,\N,\N,\N,\N,237,
97,7852,2016-2-6,\N,\N,359,\N,\N,\N,\N,187,\N,181,244,\N,390,356,
97,8586,2015-5-1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,277,\N,287,
97,9122,2017-7-18,\N,\N,189,\N,344,\N,\N,\N,266,\N,\N,\N,\N,\N,
97,4454,2013-2-19,\N,\N,298,\N,\N,\N,185,\N,\N,\N,\N,\N,\N,\N,
97,2285,2016-5-30,\N,\N,381,268,\N,\N,\N,\N,\N,\N,288,\N,\N,258,
97,7760,2014-8-7,\N,\N,\N,\N,204,348,186,234,\N,\N,\N,\N,405,290,
97,8012,2013-4-18,\N,\N,326,\N,\N,\N,195,\N,\N,\N,\N,\N,417,\N,
97,476,2016-10-21,\N,\N,\N,298,\N,373,\N,\N,\N,\N,281,\N,\N,329,
97,6289,2017-7-10,\N,\N,387,\N,\N,\N,\N,193,\N,\N,294,\N,\N,248,
97,3226,2014-1-14,\N,190,\N,\N,189,\N,\N,\N,245,\N,244,\N,373,\N,
98,2168,2015-6-15,\N,\N,299,\N,212,\N,\N,\N,304,\N,246,\N,\N,\N,
98,5903,2016-2-3,\N,\N,\N,\N,\N,339,\N,263,251,276,286,\N,\N,192,
98,8060,2014-11-25,\N,\N,\N,\N,240,\N,186,303,\N,\N,281,\N,\N,286,
98,1912,2013-5-28,\N,\N,237,\N,\N,413,\N,\N,\N,180,\N,\N,\N,\N,
98,5699,2014-3-20,\N,\N,292,\N,\N,363,\N,\N,\N,\N,\N,\N,\N,258,
98,8303,2015-10-14,234,\N,\N,\N,\N,177,\N,\N,\N,321,297,325,\N,178,
98,7041,2014-7-11,\N,\N,209,338,\N,\N,\N,\N,254,237,\N,218,\N,212,
98,7058,2017-1-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,293,399,\N,
98,1154,2013-1-5,\N,378,322,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,293,
98,2747,2012-11-28,\N,\N,310,\N,370,\N,\N,\N,\N,\N,\N,\N,396,258,
99,5342,2014-9-6,\N,\N,\N,\N,\N,208,\N,\N,237,181,\N,328,\N,\N,
99,2314,2015-3-19,\N,\N,\N,\N,\N,\N,178,\N,214,\N,293,\N,\N,\N,
99,8152,2017-3-12,\N,\N,343,\N,\N,\N,223,\N,\N,\N,\N,\N,\N,\N,
99,5614,2015-8-31,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,322,392,\N,
99,353,2016-2-23,\N,\N,\N,\N,350,\N,\N,278,\N,263,233,\N,\N,233,
99,5182,2014-4-17,\N,\N,\N,\N,\N,334,193,\N,\N,\N,\N,\N,\N,\N,
99,8290,2013-9-13,\N,\N,\N,\N,\N,191,\N,\N,\N,\N,305,\N,\N,\N,
99,3435,2016-1-3,\N,\N,177,\N,\N,198,\N,\N,250,\N,\N,287,\N,\N,
99,1430,2015-8-9,252,\N,\N,\N,\N,\N,\N,196,297,173,\N,257,\N,264,
99,4290,2014-10-23,\N,\N,\N,\N,\N,170,\N,\N,\N,\N,283,\N,\N,\N,
100,1006,2014-11-23,\N,\N,206,\N,327,247,\N,203,\N,324,\N,\N,364,\N,
100,3838,2013-9-26,\N,\N,\N,\N,\N,\N,\N,246,297,312,216,\N,411,314,
100,2354,2013-9-10,\N,\N,\N,\N,\N,\N,\N,\N,307,\N,\N,236,\N,\N,
100,5797,2017-1-12,\N,\N,\N,\N,\N,417,\N,\N,\N,\N,240,\N,\N,\N,
100,5540,2014-1-6,\N,310,\N,313,\N,176,\N,183,\N,\N,\N,274,\N,285,
101,2013,2017-3-17,\N,\N,412,\N,\N,\N,438,\N,239,\N,\N,\N,\N,273,
101,4501,2016-12-19,253,\N,\N,280,\N,201,\N,\N,\N,304,270,\N,\N,\N,
101,7527,2015-10-18,241,\N,\N,\N,\N,204,\N,233,\N,\N,\N,263,\N,245,
101,7330,2014-9-12,\N,\N,\N,\N,\N,\N,341,280,236,\N,\N,\N,\N,\N,
101,5231,2016-1-30,\N,\N,\N,\N,\N,188,\N,\N,\N,184,259,\N,\N,285,
101,2238,2013-6-7,\N,300,\N,\N,234,407,\N,260,\N,\N,298,\N,\N,285,
101,2595,2013-9-13,\N,\N,\N,352,\N,\N,\N,\N,\N,240,\N,\N,425,\N,
101,4271,2017-4-17,\N,\N,\N,\N,183,\N,\N,\N,\N,303,234,\N,\N,\N,
102,4343,2017-7-9,\N,402,248,\N,\N,\N,\N,281,305,\N,\N,\N,491,270,
102,3359,2015-1-5,\N,\N,\N,\N,\N,\N,\N,\N,258,189,\N,304,\N,\N,
102,2053,2015-9-12,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,441,281,
102,2745,2016-4-22,\N,\N,201,\N,439,\N,\N,\N,\N,\N,\N,\N,\N,\N,
102,3956,2014-2-18,\N,\N,359,311,\N,\N,\N,\N,\N,\N,\N,\N,\N,296,
102,6142,2015-7-4,\N,\N,\N,\N,\N,\N,\N,305,\N,319,338,\N,\N,309,
102,5898,2013-7-24,\N,\N,191,282,\N,206,\N,\N,248,\N,\N,\N,\N,\N,
102,9271,2012-12-22,\N,\N,\N,\N,\N,374,\N,256,260,307,\N,\N,375,314,
102,7332,2015-11-16,\N,\N,\N,\N,\N,197,433,\N,289,251,271,\N,\N,258,
102,1692,2015-12-4,\N,\N,430,312,\N,\N,\N,249,231,\N,\N,\N,\N,279,
102,8112,2017-1-7,\N,\N,165,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,298,
102,3755,2012-11-13,\N,\N,\N,\N,416,214,\N,\N,\N,\N,\N,\N,\N,\N,
103,9004,2014-12-24,\N,\N,419,298,\N,\N,\N,214,\N,215,\N,\N,\N,261,
103,3384,2012-11-16,\N,\N,181,\N,\N,357,207,\N,267,\N,\N,\N,\N,262,
103,693,2014-6-7,\N,216,\N,\N,363,\N,265,\N,\N,\N,\N,\N,\N,266,
103,2940,2015-3-6,255,\N,358,\N,\N,\N,\N,\N,201,\N,311,263,\N,256,
103,2353,2015-10-21,\N,\N,\N,\N,\N,\N,\N,231,\N,159,\N,\N,\N,\N,
104,7691,2014-7-31,\N,\N,194,\N,\N,\N,\N,\N,259,\N,\N,\N,\N,\N,
104,9808,2015-12-17,\N,315,\N,\N,\N,199,\N,\N,272,\N,\N,\N,\N,218,
104,2341,2017-9-8,\N,\N,\N,318,\N,413,190,\N,\N,\N,\N,\N,333,315,
104,2459,2016-3-21,\N,\N,\N,286,\N,\N,337,\N,\N,\N,\N,\N,432,\N,
104,7824,2016-10-7,\N,\N,\N,\N,\N,\N,\N,\N,212,191,\N,308,\N,279,
104,1433,2017-3-4,\N,\N,226,254,\N,\N,\N,\N,\N,\N,\N,\N,\N,309,
104,8251,2013-7-17,\N,\N,203,313,\N,\N,\N,208,\N,\N,\N,\N,\N,324,
104,7152,2015-5-7,254,\N,221,\N,\N,399,\N,\N,\N,268,\N,244,\N,289,
104,1111,2014-11-21,\N,\N,\N,\N,\N,385,191,\N,\N,\N,\N,306,\N,230,
104,8837,2017-3-11,\N,\N,309,\N,385,180,\N,235,\N,\N,278,\N,\N,224,
104,2632,2013-9-3,\N,\N,\N,\N,369,\N,\N,\N,\N,293,254,\N,\N,274,
104,9653,2012-12-10,\N,\N,187,\N,\N,\N,\N,\N,267,259,270,218,\N,253,
104,8155,2016-2-29,\N,184,302,382,\N,\N,208,\N,\N,\N,230,\N,\N,305,
105,8267,2015-5-28,\N,268,\N,\N,\N,395,\N,212,\N,\N,\N,251,\N,290,
105,6153,2017-6-27,\N,\N,\N,\N,192,391,170,238,\N,\N,\N,\N,412,\N,
105,3658,2016-2-7,\N,\N,\N,\N,\N,386,\N,\N,\N,\N,288,\N,\N,304,
105,7881,2016-7-1,\N,\N,477,\N,\N,\N,\N,250,\N,\N,\N,\N,\N,317,
105,2237,2014-7-5,\N,326,\N,\N,\N,\N,243,\N,224,268,\N,\N,\N,281,
105,7443,2017-7-22,\N,\N,\N,\N,\N,\N,394,\N,\N,\N,300,\N,\N,\N,
105,2015,2013-2-28,\N,\N,189,\N,\N,195,\N,208,\N,174,\N,\N,362,272,
105,2219,2014-4-29,\N,\N,192,\N,\N,404,\N,226,\N,277,\N,\N,410,256,
106,9035,2012-12-8,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,236,\N,295,
106,6772,2015-4-6,\N,\N,173,205,355,167,\N,\N,\N,\N,\N,\N,\N,313,
106,3360,2017-1-25,\N,203,\N,394,\N,\N,\N,\N,276,\N,241,225,\N,\N,
106,5872,2014-12-15,\N,\N,\N,215,\N,\N,\N,\N,\N,\N,\N,\N,\N,245,
106,9620,2014-4-24,\N,\N,191,347,\N,401,\N,\N,\N,\N,\N,\N,\N,339,
106,5442,2013-3-10,\N,\N,226,\N,315,284,\N,\N,\N,235,\N,\N,391,\N,
106,819,2014-5-23,\N,\N,\N,329,\N,\N,\N,\N,\N,231,\N,\N,\N,242,
106,5441,2012-12-9,\N,176,\N,\N,\N,\N,269,\N,\N,308,269,\N,\N,255,
106,5055,2015-7-24,\N,\N,\N,\N,\N,167,\N,301,\N,\N,\N,\N,\N,\N,
106,3065,2013-12-31,\N,\N,398,\N,\N,205,\N,\N,\N,\N,304,\N,406,318,
106,5855,2016-10-27,\N,203,\N,\N,380,\N,175,\N,274,\N,\N,\N,343,254,
106,530,2013-4-29,\N,\N,280,\N,\N,411,231,\N,203,\N,\N,\N,\N,\N,
106,7869,2016-10-4,\N,\N,195,\N,\N,\N,\N,193,\N,\N,323,\N,\N,233,
106,3511,2014-2-21,\N,\N,433,278,\N,\N,\N,\N,274,\N,\N,\N,449,\N,
106,2803,2017-8-17,\N,\N,303,\N,388,\N,\N,\N,205,\N,\N,\N,\N,287,
107,3212,2013-3-20,\N,209,\N,\N,\N,\N,170,\N,\N,\N,\N,\N,\N,\N,
107,396,2016-7-12,\N,\N,180,323,357,355,\N,\N,312,221,\N,\N,\N,\N,
107,6879,2016-1-31,\N,\N,\N,\N,\N,\N,189,\N,176,\N,\N,\N,325,298,
107,5388,2017-7-11,\N,\N,164,\N,\N,157,\N,\N,\N,\N,\N,\N,\N,\N,
107,9154,2014-3-7,\N,214,\N,\N,\N,\N,\N,\N,\N,320,285,\N,\N,234,
108,6459,2017-1-2,\N,188,333,\N,442,\N,211,264,209,\N,\N,\N,\N,\N,
108,3051,2015-5-22,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,238,\N,341,
108,4616,2015-9-17,\N,205,\N,\N,\N,\N,\N,\N,192,\N,232,\N,\N,252,
108,6031,2014-12-24,\N,221,\N,\N,\N,\N,201,233,254,\N,\N,\N,405,344,
108,2197,2016-3-31,\N,187,\N,\N,391,\N,\N,\N,\N,\N,268,\N,\N,311,
108,2537,2015-10-29,\N,359,\N,\N,189,\N,200,\N,\N,363,\N,\N,\N,273,
108,2591,2013-5-4,\N,\N,186,295,338,428,\N,\N,\N,297,\N,\N,411,\N,
108,367,2017-8-1,\N,343,\N,215,\N,\N,180,\N,204,\N,336,\N,\N,292,
108,319,2017-4-16,\N,\N,190,302,394,396,\N,\N,\N,275,\N,\N,\N,270,
108,1854,2017-3-2,\N,400,\N,\N,\N,\N,191,\N,223,\N,\N,\N,\N,\N,
108,7731,2013-9-17,257,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,248,
108,6537,2016-9-20,\N,\N,\N,334,\N,209,\N,\N,\N,244,\N,197,\N,272,
108,4869,2015-9-27,\N,\N,187,\N,\N,172,\N,173,\N,271,195,\N,\N,294,
108,3426,2013-7-4,\N,\N,\N,\N,\N,413,\N,\N,263,287,294,\N,340,225,
109,9100,2014-1-31,\N,\N,\N,\N,436,209,192,\N,136,\N,\N,\N,\N,243,
109,277,2015-7-20,\N,\N,\N,\N,346,175,\N,\N,\N,\N,\N,\N,\N,\N,
109,4532,2013-8-6,\N,335,\N,\N,\N,\N,183,\N,200,\N,283,\N,394,318,
109,2814,2016-4-3,\N,\N,168,\N,418,415,\N,\N,\N,216,297,\N,\N,223,
